dataset,method,parameters,change_points,time_ms
homeruns,CUSUM,"twarmup=65, plimit=0.7397611932092609",36;77,0.012
homeruns,PELT,"penalty=20, jump=1, min_size=1",60;118,5.554
businv,MicroWatch(idx=0),"{""threshold_ratio"":0.754350032,""batch_size"":4.0,""new_dist_buffer_size"":6.0,""max_dist_size"":92.0}",,0.197
businv,MicroWatch(idx=1),"{""new_dist_buffer_size"":15.0,""batch_size"":4.0,""max_dist_size"":50.0,""threshold_ratio"":2.464046487}",96;120;192;208;224,0.197
businv,MicroWatch(idx=2),"{""threshold_ratio"":3.799072007,""new_dist_buffer_size"":30.0,""max_dist_size"":98.0,""batch_size"":4.0}",248,0.228
businv,MicroWatch(idx=3),"{""max_dist_size"":89.0,""new_dist_buffer_size"":33.0,""threshold_ratio"":3.866389247,""batch_size"":3.0}",249,0.364
businv,MicroWatch(idx=4),"{""new_dist_buffer_size"":18.0,""batch_size"":4.0,""threshold_ratio"":3.879569139,""max_dist_size"":66.0}",100;188;208,0.375
businv,MicroWatch(idx=5),"{""max_dist_size"":100.0,""threshold_ratio"":3.073015156,""new_dist_buffer_size"":34.0,""batch_size"":3.0}",189,0.543
businv,MicroWatch(idx=6),"{""max_dist_size"":45.0,""batch_size"":3.0,""new_dist_buffer_size"":21.0,""threshold_ratio"":1.16976017}",21;45;69;93;120;141;165;189;210;231;261;285;306,0.152
businv,BOCPD,"alpha=0.001, beta=0.001, kappa=0.1, mu=0",,33.769
businv,CUSUM,"twarmup=208, plimit=0.7374587220159847",35;73;110;152;190;242;281;318,0.028
businv,PELT,"penalty=100, jump=1, min_size=1",330,44.804
measles,MicroWatch(idx=0),"{""threshold_ratio"":0.413195058,""batch_size"":3.0,""new_dist_buffer_size"":49.0,""max_dist_size"":62.0}",,0.293
measles,MicroWatch(idx=1),"{""max_dist_size"":87.0,""batch_size"":4.0,""threshold_ratio"":3.998925562,""new_dist_buffer_size"":37.0}",,0.263
measles,MicroWatch(idx=2),"{""batch_size"":3.0,""new_dist_buffer_size"":22.0,""threshold_ratio"":3.44513407,""max_dist_size"":89.0}",,0.343
measles,MicroWatch(idx=3),"{""max_dist_size"":88.0,""new_dist_buffer_size"":8.0,""batch_size"":6.0,""threshold_ratio"":3.769623797}",,0.306
measles,MicroWatch(idx=4),"{""threshold_ratio"":3.643604134,""max_dist_size"":85.0,""batch_size"":4.0,""new_dist_buffer_size"":35.0}",,0.428
measles,MicroWatch(idx=5),"{""threshold_ratio"":3.65312537,""batch_size"":5.0,""max_dist_size"":94.0,""new_dist_buffer_size"":7.0}",685,0.497
measles,MicroWatch(idx=6),"{""threshold_ratio"":3.819045087,""batch_size"":4.0,""max_dist_size"":79.0,""new_dist_buffer_size"":44.0}",,0.236
measles,BOCPD,"alpha=0.001, beta=0.001, kappa=5, mu=0",,292.149
measles,CUSUM,"twarmup=143, plimit=0.05171962787404024",38;84;119;155;193;236;311;359;403;444;478;520;574;611;653;687;731;774;816;861;896;945;988,0.075
measles,PELT,"penalty=20, jump=1, min_size=1",991,506.711
quality_control_2,MicroWatch(idx=0),"{""new_dist_buffer_size"":10.0,""batch_size"":3.0,""threshold_ratio"":1.216461214,""max_dist_size"":56.0}",,0.143
quality_control_2,MicroWatch(idx=1),"{""new_dist_buffer_size"":25.0,""max_dist_size"":32.0,""batch_size"":3.0,""threshold_ratio"":1.866747083}",99,0.088
quality_control_2,MicroWatch(idx=2),"{""max_dist_size"":21.0,""threshold_ratio"":0.589834253,""new_dist_buffer_size"":41.0,""batch_size"":4.0}",44;88;132;176;220;264,0.097
quality_control_2,MicroWatch(idx=3),"{""batch_size"":3.0,""threshold_ratio"":2.10049255,""new_dist_buffer_size"":33.0,""max_dist_size"":74.0}",,0.146
quality_control_2,MicroWatch(idx=4),"{""batch_size"":6.0,""threshold_ratio"":2.081736798,""max_dist_size"":29.0,""new_dist_buffer_size"":12.0}",96,0.121
quality_control_2,MicroWatch(idx=5),"{""max_dist_size"":13.0,""batch_size"":3.0,""threshold_ratio"":1.919692992,""new_dist_buffer_size"":35.0}",99,0.090
quality_control_2,MicroWatch(idx=6),"{""batch_size"":3.0,""max_dist_size"":33.0,""threshold_ratio"":1.628314707,""new_dist_buffer_size"":12.0}",99,0.104
quality_control_2,BOCPD,"alpha=0.1, beta=10, kappa=2, mu=2",93,24.960
quality_control_2,CUSUM,"twarmup=168, plimit=0.8449208818280003",112,0.068
quality_control_2,PELT,"penalty=2, jump=1, min_size=1",97;283,40.961
quality_control_5,MicroWatch(idx=0),"{""threshold_ratio"":3.070915464,""new_dist_buffer_size"":19.0,""max_dist_size"":94.0,""batch_size"":3.0}",,0.255
quality_control_5,MicroWatch(idx=1),"{""batch_size"":6.0,""new_dist_buffer_size"":3.0,""threshold_ratio"":3.476919108,""max_dist_size"":51.0}",,0.090
quality_control_5,MicroWatch(idx=2),"{""new_dist_buffer_size"":39.0,""threshold_ratio"":3.318086926,""max_dist_size"":99.0,""batch_size"":5.0}",,0.137
quality_control_5,MicroWatch(idx=3),"{""batch_size"":5.0,""threshold_ratio"":3.28483171,""new_dist_buffer_size"":17.0,""max_dist_size"":35.0}",,0.079
quality_control_5,MicroWatch(idx=4),"{""batch_size"":4.0,""threshold_ratio"":3.324567931,""max_dist_size"":31.0,""new_dist_buffer_size"":41.0}",,0.101
quality_control_5,MicroWatch(idx=5),"{""threshold_ratio"":1.638863905,""max_dist_size"":35.0,""new_dist_buffer_size"":27.0,""batch_size"":4.0}",32,0.106
quality_control_5,MicroWatch(idx=6),"{""threshold_ratio"":3.234011728,""batch_size"":5.0,""new_dist_buffer_size"":41.0,""max_dist_size"":24.0}",,0.068
quality_control_5,BOCPD,"alpha=0.001, beta=0.001, kappa=0.1, mu=0",,32.784
quality_control_5,CUSUM,"twarmup=64, plimit=0.4315550779804488",77,0.095
quality_control_5,PELT,"penalty=2, jump=1, min_size=1",325,45.435
debt_ireland,MicroWatch(idx=0),"{""batch_size"":4.0,""threshold_ratio"":2.308089181,""new_dist_buffer_size"":8.0,""max_dist_size"":43.0}",,0.035
debt_ireland,MicroWatch(idx=1),"{""new_dist_buffer_size"":6.0,""threshold_ratio"":1.003072838,""batch_size"":4.0,""max_dist_size"":73.0}",8;16,0.015
debt_ireland,MicroWatch(idx=2),"{""threshold_ratio"":0.343588055,""new_dist_buffer_size"":7.0,""max_dist_size"":66.0,""batch_size"":4.0}",8;16,0.013
debt_ireland,MicroWatch(idx=3),"{""threshold_ratio"":0.349538173,""max_dist_size"":98.0,""batch_size"":4.0,""new_dist_buffer_size"":6.0}",8;16,0.014
debt_ireland,MicroWatch(idx=4),"{""max_dist_size"":43.0,""batch_size"":4.0,""new_dist_buffer_size"":7.0,""threshold_ratio"":0.379662771}",8;16,0.018
debt_ireland,MicroWatch(idx=5),"{""batch_size"":4.0,""threshold_ratio"":0.606375202,""new_dist_buffer_size"":5.0,""max_dist_size"":24.0}",8,0.019
debt_ireland,MicroWatch(idx=6),"{""max_dist_size"":78.0,""new_dist_buffer_size"":6.0,""batch_size"":4.0,""threshold_ratio"":0.200590793}",8;16,0.013
debt_ireland,BOCPD,"alpha=0.2, beta=1, kappa=0.5, mu=100",5;10,0.162
debt_ireland,CUSUM,"twarmup=10, plimit=0.09163313697045995",,0.004
debt_ireland,PELT,"penalty=0.0000000001, jump=2, min_size=6",6;12;18;21,0.094
gdp_croatia,MicroWatch(idx=0),"{""threshold_ratio"":1.567934133,""max_dist_size"":16.0,""new_dist_buffer_size"":15.0,""batch_size"":3.0}",,0.017
gdp_croatia,MicroWatch(idx=1),"{""threshold_ratio"":0.453796633,""max_dist_size"":34.0,""new_dist_buffer_size"":12.0,""batch_size"":5.0}",15,0.013
gdp_croatia,MicroWatch(idx=2),"{""new_dist_buffer_size"":12.0,""max_dist_size"":14.0,""batch_size"":5.0,""threshold_ratio"":0.106121015}",15,0.012
gdp_croatia,MicroWatch(idx=3),"{""threshold_ratio"":0.514370928,""max_dist_size"":60.0,""batch_size"":3.0,""new_dist_buffer_size"":14.0}",15,0.013
gdp_croatia,MicroWatch(idx=4),"{""threshold_ratio"":0.14635912,""max_dist_size"":90.0,""new_dist_buffer_size"":15.0,""batch_size"":5.0}",15,0.014
gdp_croatia,MicroWatch(idx=5),"{""max_dist_size"":77.0,""batch_size"":5.0,""new_dist_buffer_size"":12.0,""threshold_ratio"":0.228700741}",15,0.013
gdp_croatia,MicroWatch(idx=6),"{""batch_size"":3.0,""max_dist_size"":89.0,""threshold_ratio"":0.12625164,""new_dist_buffer_size"":15.0}",15,0.012
gdp_croatia,BOCPD,"alpha=0.001, beta=0.001, kappa=0.1, mu=0",,0.196
gdp_croatia,CUSUM,"twarmup=12, plimit=0.7806290248284016",,0.003
gdp_croatia,PELT,"penalty=0.0000000001, jump=7, min_size=8",8;16;24,0.088
bitcoin,MicroWatch(idx=0),"{""threshold_ratio"":0.925766865,""max_dist_size"":79.0,""batch_size"":5.0,""new_dist_buffer_size"":13.0}",,0.259
bitcoin,MicroWatch(idx=1),"{""new_dist_buffer_size"":14.0,""batch_size"":5.0,""threshold_ratio"":3.565927843,""max_dist_size"":17.0}",15;85;520;545;570;585;600;625;705;750,0.207
bitcoin,MicroWatch(idx=2),"{""new_dist_buffer_size"":28.0,""threshold_ratio"":2.835249497,""batch_size"":6.0,""max_dist_size"":52.0}",90;516;582,0.217
bitcoin,MicroWatch(idx=3),"{""max_dist_size"":46.0,""new_dist_buffer_size"":10.0,""batch_size"":3.0,""threshold_ratio"":2.163913651}",12;90;519;546,0.381
bitcoin,MicroWatch(idx=4),"{""new_dist_buffer_size"":21.0,""threshold_ratio"":2.373581048,""max_dist_size"":40.0,""batch_size"":4.0}",88;520;544;580;704;748,0.375
bitcoin,MicroWatch(idx=5),"{""batch_size"":5.0,""max_dist_size"":24.0,""new_dist_buffer_size"":30.0,""threshold_ratio"":2.212551814}",85;510;545;580,0.233
bitcoin,MicroWatch(idx=6),"{""new_dist_buffer_size"":43.0,""threshold_ratio"":1.209374623,""batch_size"":4.0,""max_dist_size"":33.0}",84;492;544;588;708;756,0.189
bitcoin,BOCPD,"alpha=0.001, beta=0.001, kappa=2, mu=5",,180.078
bitcoin,CUSUM,"twarmup=290, plimit=0.6657471216052517",71;115;196;233;334;394;465;510;549;584;627;681;723;760,0.086
bitcoin,PELT,"penalty=6, jump=8, min_size=1",452;519;546;568;587;600;619;649;703;747;760;774,282.796
co2_canada,MicroWatch(idx=0),"{""new_dist_buffer_size"":50.0,""threshold_ratio"":0.113099147,""max_dist_size"":95.0,""batch_size"":6.0}",54,0.130
co2_canada,MicroWatch(idx=1),"{""max_dist_size"":50.0,""new_dist_buffer_size"":24.0,""threshold_ratio"":2.538112513,""batch_size"":6.0}",48;84;108;144;168,0.114
co2_canada,MicroWatch(idx=2),"{""threshold_ratio"":0.798278153,""batch_size"":3.0,""new_dist_buffer_size"":21.0,""max_dist_size"":17.0}",21;42;63;84;105;141;162,0.077
co2_canada,MicroWatch(idx=3),"{""threshold_ratio"":1.657277825,""max_dist_size"":34.0,""new_dist_buffer_size"":23.0,""batch_size"":5.0}",25;50;80;105;165,0.098
co2_canada,MicroWatch(idx=4),"{""new_dist_buffer_size"":18.0,""batch_size"":3.0,""threshold_ratio"":2.481809356,""max_dist_size"":34.0}",45;63;81;102;168,0.198
co2_canada,MicroWatch(idx=5),"{""threshold_ratio"":3.86340126,""max_dist_size"":22.0,""batch_size"":6.0,""new_dist_buffer_size"":13.0}",42;60;78;102;168,0.093
co2_canada,MicroWatch(idx=6),"{""batch_size"":3.0,""max_dist_size"":55.0,""threshold_ratio"":1.228752196,""new_dist_buffer_size"":31.0}",45;78;111;168,0.146
co2_canada,BOCPD,"alpha=0.001, beta=0.1, kappa=0.1, mu=10",75;137;159;160,14.475
co2_canada,CUSUM,"twarmup=11, plimit=0.4156816681234061",36;72;107;148;192,0.018
co2_canada,PELT,"penalty=1, jump=5, min_size=1",83;105;141;168;215,18.717
iceland_tourism,MicroWatch(idx=0),"{""threshold_ratio"":0.209210564,""new_dist_buffer_size"":23.0,""batch_size"":5.0,""max_dist_size"":52.0}",,0.102
iceland_tourism,MicroWatch(idx=1),"{""max_dist_size"":25.0,""batch_size"":5.0,""new_dist_buffer_size"":18.0,""threshold_ratio"":3.793166529}",135;170,0.065
iceland_tourism,MicroWatch(idx=2),"{""batch_size"":5.0,""max_dist_size"":92.0,""new_dist_buffer_size"":37.0,""threshold_ratio"":3.658406186}",160,0.117
iceland_tourism,MicroWatch(idx=3),"{""threshold_ratio"":3.498780655,""max_dist_size"":95.0,""new_dist_buffer_size"":33.0,""batch_size"":3.0}",174,0.234
iceland_tourism,MicroWatch(idx=4),"{""batch_size"":3.0,""max_dist_size"":81.0,""threshold_ratio"":2.641971007,""new_dist_buffer_size"":13.0}",138;162,0.346
iceland_tourism,MicroWatch(idx=5),"{""threshold_ratio"":3.865322614,""new_dist_buffer_size"":24.0,""max_dist_size"":76.0,""batch_size"":3.0}",150,0.257
iceland_tourism,MicroWatch(idx=6),"{""threshold_ratio"":1.569453357,""new_dist_buffer_size"":11.0,""batch_size"":5.0,""max_dist_size"":99.0}",125;160;185,0.153
iceland_tourism,BOCPD,"alpha=0.001, beta=0.001, kappa=0.5, mu=0",,12.347
iceland_tourism,CUSUM,"twarmup=170, plimit=0.0014262970885022819",66;127;165,0.023
iceland_tourism,PELT,"penalty=100, jump=1, min_size=1",199,15.529
quality_control_3,MicroWatch(idx=0),"{""max_dist_size"":81.0,""new_dist_buffer_size"":19.0,""batch_size"":4.0,""threshold_ratio"":1.144203297}",,0.171
quality_control_3,MicroWatch(idx=1),"{""max_dist_size"":70.0,""threshold_ratio"":3.923311963,""new_dist_buffer_size"":42.0,""batch_size"":5.0}",180,0.141
quality_control_3,MicroWatch(idx=2),"{""batch_size"":3.0,""threshold_ratio"":2.838284952,""max_dist_size"":92.0,""new_dist_buffer_size"":42.0}",,0.195
quality_control_3,MicroWatch(idx=3),"{""threshold_ratio"":3.840260141,""new_dist_buffer_size"":12.0,""batch_size"":5.0,""max_dist_size"":14.0}",45,0.083
quality_control_3,MicroWatch(idx=4),"{""threshold_ratio"":0.337627206,""max_dist_size"":86.0,""new_dist_buffer_size"":28.0,""batch_size"":6.0}",42;78;108;138;174;204;234;264;294;324;354,0.203
quality_control_3,MicroWatch(idx=5),"{""new_dist_buffer_size"":22.0,""threshold_ratio"":1.924426165,""batch_size"":5.0,""max_dist_size"":27.0}",180,0.116
quality_control_3,MicroWatch(idx=6),"{""max_dist_size"":11.0,""batch_size"":5.0,""new_dist_buffer_size"":23.0,""threshold_ratio"":1.87217908}",180;235,0.087
quality_control_3,BOCPD,"alpha=10, beta=0.1, kappa=0.1, mu=5",176,41.324
quality_control_3,CUSUM,"twarmup=163, plimit=0.23880586663413858",197,0.100
quality_control_3,PELT,"penalty=4, jump=1, min_size=1",179;366,61.200
ozone,MicroWatch(idx=0),"{""new_dist_buffer_size"":27.0,""max_dist_size"":12.0,""batch_size"":4.0,""threshold_ratio"":3.732766093}",,0.031
ozone,MicroWatch(idx=1),"{""batch_size"":4.0,""new_dist_buffer_size"":26.0,""max_dist_size"":96.0,""threshold_ratio"":0.370735106}",28,0.025
ozone,MicroWatch(idx=2),"{""max_dist_size"":16.0,""batch_size"":4.0,""threshold_ratio"":0.103845245,""new_dist_buffer_size"":25.0}",28,0.021
ozone,MicroWatch(idx=3),"{""new_dist_buffer_size"":25.0,""max_dist_size"":66.0,""threshold_ratio"":0.596939605,""batch_size"":4.0}",28,0.022
ozone,MicroWatch(idx=4),"{""new_dist_buffer_size"":27.0,""max_dist_size"":71.0,""batch_size"":4.0,""threshold_ratio"":0.255549556}",28,0.025
ozone,MicroWatch(idx=5),"{""batch_size"":4.0,""threshold_ratio"":0.686264876,""max_dist_size"":70.0,""new_dist_buffer_size"":25.0}",28,0.025
ozone,MicroWatch(idx=6),"{""max_dist_size"":57.0,""batch_size"":4.0,""threshold_ratio"":0.103902241,""new_dist_buffer_size"":25.0}",28,0.020
ozone,BOCPD,"alpha=0.1, beta=10, kappa=0.1, mu=0",29,0.963
ozone,CUSUM,"twarmup=219, plimit=0.6980735635352994",49,0.009
ozone,PELT,"penalty=0.0000000001, jump=8, min_size=9",9;18;27;36;45;54,0.335
rail_lines,MicroWatch(idx=0),"{""max_dist_size"":87.0,""threshold_ratio"":2.310421385,""batch_size"":6.0,""new_dist_buffer_size"":11.0}",,0.032
rail_lines,MicroWatch(idx=1),"{""max_dist_size"":34.0,""new_dist_buffer_size"":5.0,""batch_size"":5.0,""threshold_ratio"":3.714126374}",5;25,0.025
rail_lines,MicroWatch(idx=2),"{""max_dist_size"":95.0,""threshold_ratio"":2.172725087,""new_dist_buffer_size"":5.0,""batch_size"":5.0}",5;25,0.023
rail_lines,MicroWatch(idx=3),"{""new_dist_buffer_size"":5.0,""max_dist_size"":19.0,""batch_size"":5.0,""threshold_ratio"":0.793160498}",5;25,0.025
rail_lines,MicroWatch(idx=4),"{""new_dist_buffer_size"":8.0,""batch_size"":3.0,""max_dist_size"":37.0,""threshold_ratio"":0.515232182}",9;24,0.032
rail_lines,MicroWatch(idx=5),"{""batch_size"":5.0,""max_dist_size"":72.0,""new_dist_buffer_size"":5.0,""threshold_ratio"":0.957240129}",25,0.031
rail_lines,MicroWatch(idx=6),"{""new_dist_buffer_size"":4.0,""threshold_ratio"":1.21161539,""batch_size"":5.0,""max_dist_size"":37.0}",5;25,0.022
rail_lines,BOCPD,"alpha=0.001, beta=0.001, kappa=0.1, mu=0",,0.457
rail_lines,CUSUM,"twarmup=278, plimit=0.6070900742029276",,0.005
rail_lines,PELT,"penalty=0.0000000001, jump=5, min_size=6",6;12;18;24;30;37,0.190
quality_control_4,MicroWatch(idx=0),"{""batch_size"":3.0,""max_dist_size"":71.0,""threshold_ratio"":0.238082666,""new_dist_buffer_size"":35.0}",,0.213
quality_control_4,MicroWatch(idx=1),"{""threshold_ratio"":3.944112231,""max_dist_size"":63.0,""new_dist_buffer_size"":21.0,""batch_size"":6.0}",,0.124
quality_control_4,MicroWatch(idx=2),"{""threshold_ratio"":2.201370347,""max_dist_size"":36.0,""batch_size"":4.0,""new_dist_buffer_size"":25.0}",180,0.120
quality_control_4,MicroWatch(idx=3),"{""threshold_ratio"":3.107189201,""batch_size"":4.0,""new_dist_buffer_size"":14.0,""max_dist_size"":47.0}",,0.150
quality_control_4,MicroWatch(idx=4),"{""new_dist_buffer_size"":24.0,""max_dist_size"":35.0,""batch_size"":3.0,""threshold_ratio"":2.181676865}",162;240;312;342;471,0.296
quality_control_4,MicroWatch(idx=5),"{""threshold_ratio"":3.948630022,""max_dist_size"":64.0,""batch_size"":3.0,""new_dist_buffer_size"":9.0}",,0.255
quality_control_4,MicroWatch(idx=6),"{""max_dist_size"":21.0,""new_dist_buffer_size"":18.0,""threshold_ratio"":2.243177446,""batch_size"":4.0}",180;200;288;344;472,0.130
quality_control_4,BOCPD,"alpha=0.001, beta=0.001, kappa=0.1, mu=0",,76.653
quality_control_4,CUSUM,"twarmup=298, plimit=0.5958088530403688",66;161;207;293;354;476,0.078
quality_control_4,PELT,"penalty=100, jump=1, min_size=1",500,105.779
seatbelts,MicroWatch(idx=0),"{""threshold_ratio"":0.999174189,""batch_size"":5.0,""max_dist_size"":38.0,""new_dist_buffer_size"":48.0}",,0.062
seatbelts,MicroWatch(idx=1),"{""new_dist_buffer_size"":43.0,""max_dist_size"":56.0,""batch_size"":3.0,""threshold_ratio"":0.878249372}",60;171,0.104
seatbelts,MicroWatch(idx=2),"{""batch_size"":5.0,""max_dist_size"":76.0,""threshold_ratio"":1.981385895,""new_dist_buffer_size"":16.0}",,0.104
seatbelts,MicroWatch(idx=3),"{""max_dist_size"":14.0,""batch_size"":5.0,""new_dist_buffer_size"":14.0,""threshold_ratio"":1.874862016}",45;60;170,0.059
seatbelts,MicroWatch(idx=4),"{""threshold_ratio"":0.712187895,""new_dist_buffer_size"":49.0,""max_dist_size"":55.0,""batch_size"":6.0}",60;168,0.094
seatbelts,MicroWatch(idx=5),"{""threshold_ratio"":0.540306661,""batch_size"":4.0,""new_dist_buffer_size"":50.0,""max_dist_size"":22.0}",56;116,0.072
seatbelts,MicroWatch(idx=6),"{""batch_size"":4.0,""max_dist_size"":83.0,""new_dist_buffer_size"":45.0,""threshold_ratio"":0.983631215}",168,0.094
seatbelts,BOCPD,"alpha=0.1, beta=0.001, kappa=0.1, mu=200",164,11.484
seatbelts,CUSUM,"twarmup=196, plimit=0.5051431329426558",52;136;176,0.026
seatbelts,PELT,"penalty=5, jump=5, min_size=1",72;169;192,15.705
us_population,MicroWatch(idx=0),"{""max_dist_size"":93.0,""batch_size"":4.0,""new_dist_buffer_size"":43.0,""threshold_ratio"":0.161443766}",,0.305
us_population,MicroWatch(idx=1),"{""max_dist_size"":91.0,""batch_size"":5.0,""threshold_ratio"":3.994571629,""new_dist_buffer_size"":43.0}",245;465;710,0.448
us_population,MicroWatch(idx=2),"{""max_dist_size"":99.0,""batch_size"":4.0,""new_dist_buffer_size"":44.0,""threshold_ratio"":3.99274097}",276;500;776,0.408
us_population,MicroWatch(idx=3),"{""max_dist_size"":92.0,""threshold_ratio"":3.830121693,""new_dist_buffer_size"":10.0,""batch_size"":5.0}",255;480;740,0.586
us_population,MicroWatch(idx=4),"{""threshold_ratio"":3.997566626,""max_dist_size"":100.0,""batch_size"":3.0,""new_dist_buffer_size"":17.0}",156;312;465;627;798,1.704
us_population,MicroWatch(idx=5),"{""max_dist_size"":91.0,""new_dist_buffer_size"":31.0,""threshold_ratio"":3.964920021,""batch_size"":5.0}",235;450;680,0.606
us_population,MicroWatch(idx=6),"{""batch_size"":6.0,""threshold_ratio"":1.164734686,""new_dist_buffer_size"":17.0,""max_dist_size"":58.0}",18;36;54;72;90;108;126;144;162;180;198;216;234;252;270;288;306;324;342;360;378;396;414;432;450;468;486;504;522;540;558;576;594;612;630;648;666;684;702;720;738;756;774;792;810,0.298
us_population,BOCPD,"alpha=0.001, beta=0.001, kappa=0.1, mu=0",,199.302
us_population,CUSUM,"twarmup=81, plimit=0.7525625716673816",37;75;113;151;189;226;264;302;339;377;415;453;491;529;567;605;643;681;719;757;795,0.053
us_population,PELT,"penalty=300, jump=1, min_size=1",816,287.968
uk_coal_employ,MicroWatch(idx=0),"{""max_dist_size"":30.0,""batch_size"":5.0,""threshold_ratio"":0.164684234,""new_dist_buffer_size"":21.0}",,0.043
uk_coal_employ,MicroWatch(idx=1),"{""max_dist_size"":36.0,""new_dist_buffer_size"":4.0,""threshold_ratio"":1.393403099,""batch_size"":5.0}",5,0.044
uk_coal_employ,MicroWatch(idx=2),"{""new_dist_buffer_size"":9.0,""batch_size"":5.0,""threshold_ratio"":0.769394577,""max_dist_size"":77.0}",,0.073
uk_coal_employ,MicroWatch(idx=3),"{""batch_size"":3.0,""threshold_ratio"":1.913102637,""new_dist_buffer_size"":12.0,""max_dist_size"":54.0}",,0.079
uk_coal_employ,MicroWatch(idx=4),"{""max_dist_size"":52.0,""new_dist_buffer_size"":16.0,""batch_size"":4.0,""threshold_ratio"":2.582841263}",,0.094
uk_coal_employ,MicroWatch(idx=5),"{""batch_size"":6.0,""max_dist_size"":40.0,""threshold_ratio"":0.872643984,""new_dist_buffer_size"":14.0}",,0.047
uk_coal_employ,MicroWatch(idx=6),"{""new_dist_buffer_size"":47.0,""max_dist_size"":28.0,""threshold_ratio"":1.796328147,""batch_size"":4.0}",,0.027
uk_coal_employ,BOCPD,"alpha=0.001, beta=0.001, kappa=0.1, mu=0",,3.282
uk_coal_employ,CUSUM,"twarmup=66, plimit=0.3557651427886687",,0.019
uk_coal_employ,PELT,"penalty=0.03, jump=5, min_size=6",12;18;24;30;36;42;48;54;60;66;72;78;84;90;96;105,1.192
gdp_japan,MicroWatch(idx=0),"{""max_dist_size"":16.0,""batch_size"":4.0,""threshold_ratio"":3.698176381,""new_dist_buffer_size"":31.0}",,0.027
gdp_japan,MicroWatch(idx=1),"{""threshold_ratio"":0.639995569,""max_dist_size"":39.0,""batch_size"":4.0,""new_dist_buffer_size"":31.0}",32,0.024
gdp_japan,MicroWatch(idx=2),"{""new_dist_buffer_size"":27.0,""batch_size"":4.0,""threshold_ratio"":0.435226802,""max_dist_size"":10.0}",28,0.023
gdp_japan,MicroWatch(idx=3),"{""batch_size"":4.0,""threshold_ratio"":0.327203503,""max_dist_size"":62.0,""new_dist_buffer_size"":31.0}",32,0.022
gdp_japan,MicroWatch(idx=4),"{""threshold_ratio"":0.774503652,""max_dist_size"":71.0,""batch_size"":4.0,""new_dist_buffer_size"":31.0}",32,0.027
gdp_japan,MicroWatch(idx=5),"{""new_dist_buffer_size"":28.0,""batch_size"":4.0,""threshold_ratio"":1.60131655,""max_dist_size"":23.0}",28,0.026
gdp_japan,MicroWatch(idx=6),"{""max_dist_size"":35.0,""batch_size"":4.0,""new_dist_buffer_size"":32.0,""threshold_ratio"":0.258077262}",32,0.020
gdp_japan,BOCPD,"alpha=0.001, beta=0.001, kappa=0.1, mu=0",,1.098
gdp_japan,CUSUM,"twarmup=31, plimit=0.3619946239177961",36,0.006
gdp_japan,PELT,"penalty=20, jump=1, min_size=1",58,1.365
gdp_argentina,MicroWatch(idx=0),"{""threshold_ratio"":1.383563304,""max_dist_size"":29.0,""new_dist_buffer_size"":49.0,""batch_size"":6.0}",,0.026
gdp_argentina,MicroWatch(idx=1),"{""threshold_ratio"":2.528171061,""new_dist_buffer_size"":39.0,""batch_size"":6.0,""max_dist_size"":47.0}",54,0.026
gdp_argentina,MicroWatch(idx=2),"{""max_dist_size"":11.0,""batch_size"":6.0,""threshold_ratio"":0.421631137,""new_dist_buffer_size"":50.0}",54,0.023
gdp_argentina,MicroWatch(idx=3),"{""batch_size"":4.0,""max_dist_size"":36.0,""threshold_ratio"":3.212672125,""new_dist_buffer_size"":24.0}",,0.031
gdp_argentina,MicroWatch(idx=4),"{""threshold_ratio"":0.101362542,""max_dist_size"":66.0,""batch_size"":6.0,""new_dist_buffer_size"":50.0}",54,0.030
gdp_argentina,MicroWatch(idx=5),"{""new_dist_buffer_size"":37.0,""threshold_ratio"":2.635986227,""batch_size"":4.0,""max_dist_size"":29.0}",52,0.025
gdp_argentina,MicroWatch(idx=6),"{""max_dist_size"":53.0,""threshold_ratio"":0.437254121,""batch_size"":6.0,""new_dist_buffer_size"":49.0}",54,0.022
gdp_argentina,BOCPD,"alpha=0.001, beta=0.001, kappa=0.1, mu=0",,1.107
gdp_argentina,CUSUM,"twarmup=26, plimit=0.42256978071605383",37,0.005
gdp_argentina,PELT,"penalty=6, jump=7, min_size=1",33;47;59,1.117
run_log,MicroWatch(idx=0),"{""batch_size"":4.0,""threshold_ratio"":3.580857085,""max_dist_size"":19.0,""new_dist_buffer_size"":50.0}",,0.084
run_log,MicroWatch(idx=1),"{""threshold_ratio"":3.194567721,""batch_size"":6.0,""new_dist_buffer_size"":13.0,""max_dist_size"":36.0}",60;96;114;174;204;240;258;318;336,0.175
run_log,MicroWatch(idx=2),"{""threshold_ratio"":0.822113408,""batch_size"":4.0,""max_dist_size"":24.0,""new_dist_buffer_size"":13.0}",16;32;48;64;80;96;112;128;144;160;176;192;208;224;240;256;272;288;304;320;336;352;368,0.135
run_log,MicroWatch(idx=3),"{""threshold_ratio"":1.35199548,""batch_size"":4.0,""max_dist_size"":48.0,""new_dist_buffer_size"":32.0}",88;140;208;268;320,0.293
run_log,MicroWatch(idx=4),"{""threshold_ratio"":0.748086887,""new_dist_buffer_size"":35.0,""batch_size"":3.0,""max_dist_size"":46.0}",63;99;135;171;207;243;279;315;366,0.298
