dataset,algorithm,f1,precision,recall,cover
run_log,MicroWatch(idx=2),0.5424354243542436,0.375,0.9800000000000001,0.314209726443769
run_log,MicroWatch(idx=3),0.47916666666666663,0.5,0.45999999999999996,0.5108350701397443
run_log,MicroWatch(idx=4),0.7398203592814371,0.7,0.7844444444444445,0.6169093523710718
run_log,MicroWatch(idx=5),0.562143170838823,0.5555555555555556,0.5688888888888889,0.6098921901258839
run_log,MicroWatch(idx=6),0.5424354243542436,0.375,0.9800000000000001,0.314209726443769
run_log,PELT,0.6874512860483243,0.5294117647058824,0.9800000000000001,0.6528959810874704
scanline_126007,MicroWatch(idx=0),0.6444007858546168,1.0,0.47536231884057967,0.5027199917012807
scanline_126007,MicroWatch(idx=1),0.7062031356509885,0.6666666666666666,0.7507246376811594,0.623392545787811
scanline_126007,MicroWatch(idx=2),0.6444007858546168,1.0,0.47536231884057967,0.5027199917012807
scanline_126007,MicroWatch(idx=3),0.6444007858546168,1.0,0.47536231884057967,0.5027199917012807
scanline_126007,MicroWatch(idx=4),0.8014466546112117,0.8,0.8028985507246377,0.49351705143600527
scanline_126007,MicroWatch(idx=5),0.65234375,1.0,0.48405797101449277,0.6311974186884065
scanline_126007,MicroWatch(idx=6),0.7492063492063491,0.6666666666666666,0.855072463768116,0.3523615186570653
scanline_126007,BOCPD,0.857615894039735,1.0,0.7507246376811594,0.6951384751875098
scanline_126007,CUSUM,0.4215656411818459,0.36363636363636365,0.5014492753623189,0.2600508412520662
scanline_126007,PELT,0.8791208791208792,0.8888888888888888,0.8695652173913043,0.5072150032531263
scanline_42049,MicroWatch(idx=0),0.2756368386675375,1.0,0.15984848484848485,0.2112845293718475
scanline_42049,MicroWatch(idx=1),0.8737359144755851,0.8888888888888888,0.859090909090909,0.8407175385085625
scanline_42049,MicroWatch(idx=2),0.6398996235884566,0.7142857142857143,0.5795454545454545,0.6770701111443203
scanline_42049,MicroWatch(idx=3),0.4038694074969771,1.0,0.25303030303030305,0.3040182856991908
scanline_42049,MicroWatch(idx=4),0.830832196452933,0.875,0.7909090909090909,0.8041788847862076
scanline_42049,MicroWatch(idx=5),0.7402728650833754,0.8333333333333334,0.6659090909090909,0.6794635030409268
scanline_42049,MicroWatch(idx=6),0.5602461538461538,0.8,0.43106060606060603,0.7576434924503256
scanline_42049,BOCPD,0.7184466019417475,1.0,0.5606060606060606,0.6981029260725717
scanline_42049,CUSUM,0.3133896260554886,0.3,0.328030303030303,0.5956222369044829
scanline_42049,PELT,0.9622641509433963,1.0,0.9272727272727274,0.8959208306848133
seatbelts,MicroWatch(idx=0),0.6206896551724138,1.0,0.45,0.5283637152777778
seatbelts,MicroWatch(idx=1),0.9743589743589743,1.0,0.95,0.8649774774774774
seatbelts,MicroWatch(idx=2),0.6206896551724138,1.0,0.45,0.5283637152777778
seatbelts,MicroWatch(idx=3),0.838235294117647,0.75,0.95,0.8093465909090909
seatbelts,MicroWatch(idx=4),0.9743589743589743,1.0,0.95,0.869806090015857
seatbelts,MicroWatch(idx=5),0.6829268292682926,0.6666666666666666,0.7,0.5590343033561042
seatbelts,MicroWatch(idx=6),0.8235294117647058,1.0,0.7,0.6248320389546351
seatbelts,BOCPD,0.8235294117647058,1.0,0.7,0.5995395151674466
seatbelts,CUSUM,0.32142857142857145,0.25,0.45,0.640605603886854
seatbelts,PELT,0.6829268292682926,0.6666666666666666,0.7,0.8000747772334353
shanghai_license,MicroWatch(idx=0),0.6363636363636364,1.0,0.4666666666666667,0.5470886377156454
shanghai_license,MicroWatch(idx=1),0.9655172413793104,1.0,0.9333333333333333,0.9304479955144378
shanghai_license,MicroWatch(idx=2),0.3888888888888889,0.3333333333333333,0.4666666666666667,0.5968437862950058
shanghai_license,MicroWatch(idx=3),0.4827586206896552,0.5,0.4666666666666667,0.7376596980255516
shanghai_license,MicroWatch(idx=4),0.7777777777777778,0.6666666666666666,0.9333333333333333,0.6970537332959535
shanghai_license,MicroWatch(idx=5),0.7777777777777778,0.6666666666666666,0.9333333333333333,0.6970537332959535
shanghai_license,MicroWatch(idx=6),0.7777777777777778,0.6666666666666666,0.9333333333333333,0.6970537332959535
shanghai_license,BOCPD,0.7304347826086957,0.6,0.9333333333333333,0.6876110877488085
shanghai_license,CUSUM,0.5588235294117647,0.5,0.6333333333333333,0.5277334919690662
shanghai_license,PELT,0.7131782945736433,0.6666666666666666,0.7666666666666667,0.6626558265582656
uk_coal_employ,MicroWatch(idx=0),0.5132743362831858,1.0,0.34523809523809523,0.35648072562358274
uk_coal_employ,MicroWatch(idx=1),0.4084507042253521,0.5,0.34523809523809523,0.37125714285714284
uk_coal_employ,MicroWatch(idx=2),0.5132743362831858,1.0,0.34523809523809523,0.35648072562358274
uk_coal_employ,MicroWatch(idx=3),0.5132743362831858,1.0,0.34523809523809523,0.35648072562358274
uk_coal_employ,MicroWatch(idx=4),0.5132743362831858,1.0,0.34523809523809523,0.35648072562358274
uk_coal_employ,MicroWatch(idx=5),0.5132743362831858,1.0,0.34523809523809523,0.35648072562358274
uk_coal_employ,MicroWatch(idx=6),0.5132743362831858,1.0,0.34523809523809523,0.35648072562358274
uk_coal_employ,BOCPD,0.5132743362831858,1.0,0.34523809523809523,0.35648072562358274
uk_coal_employ,CUSUM,0.5132743362831858,1.0,0.34523809523809523,0.35648072562358274
uk_coal_employ,PELT,0.8148148148148148,0.6875,1.0,0.3514285714285715
unemployment_nl,MicroWatch(idx=0),0.5663082437275986,1.0,0.395,0.5065595248493318
unemployment_nl,MicroWatch(idx=1),0.8764044943820225,1.0,0.78,0.6596176720475786
unemployment_nl,MicroWatch(idx=2),0.6970684039087948,1.0,0.5349999999999999,0.481363752493036
unemployment_nl,MicroWatch(idx=3),0.7381703470031545,1.0,0.585,0.571474881965216
unemployment_nl,MicroWatch(idx=4),0.7898734177215191,0.8,0.78,0.6035429056924383
unemployment_nl,MicroWatch(idx=5),0.7951807228915662,1.0,0.6599999999999999,0.5460784651688162
unemployment_nl,MicroWatch(idx=6),0.586145648312611,0.45454545454545453,0.825,0.415040262345603
unemployment_nl,BOCPD,0.9130434782608696,1.0,0.8400000000000001,0.631365595795654
unemployment_nl,CUSUM,0.6071428571428571,0.75,0.51,0.411865097698535
unemployment_nl,PELT,0.6970684039087948,1.0,0.5349999999999999,0.6425412931707328
usd_isk,MicroWatch(idx=0),0.8483685220729366,1.0,0.7366666666666666,0.8407211723545662
usd_isk,MicroWatch(idx=1),0.8483685220729366,1.0,0.7366666666666666,0.8363742756692638
usd_isk,MicroWatch(idx=2),0.5420375865479723,0.6666666666666666,0.45666666666666667,0.7422222759266233
usd_isk,MicroWatch(idx=3),0.8483685220729366,1.0,0.7366666666666666,0.8363742756692638
usd_isk,MicroWatch(idx=4),0.8483685220729366,1.0,0.7366666666666666,0.8363742756692638
usd_isk,MicroWatch(idx=5),0.39271255060728744,0.5,0.3233333333333333,0.6076582765799412
usd_isk,MicroWatch(idx=6),0.8483685220729366,1.0,0.7366666666666666,0.8363742756692638
usd_isk,BOCPD,0.48866498740554154,1.0,0.3233333333333333,0.43629300594994175
usd_isk,CUSUM,0.6613466334164588,0.6,0.7366666666666666,0.6385650197432844
usd_isk,PELT,0.7854251012145749,1.0,0.6466666666666666,0.8577019651513579
us_population,MicroWatch(idx=0),0.888888888888889,1.0,0.8,0.8033761053440983
us_population,MicroWatch(idx=1),0.6666666666666666,0.5,1.0,0.4203431372549019
us_population,MicroWatch(idx=2),0.38095238095238093,0.25,0.8,0.47352941176470587
us_population,MicroWatch(idx=3),0.38095238095238093,0.25,0.8,0.4436274509803921
us_population,MicroWatch(idx=4),0.5,0.3333333333333333,1.0,0.28602941176470587
us_population,MicroWatch(idx=5),0.38095238095238093,0.25,0.8,0.3921180220722168
us_population,MicroWatch(idx=6),0.042328042328042326,0.021739130434782608,0.8,0.030882352941176472
us_population,BOCPD,0.888888888888889,1.0,0.8,0.8033761053440983
us_population,CUSUM,0.08602150537634409,0.045454545454545456,0.8,0.06519607843137255
us_population,PELT,0.888888888888889,1.0,0.8,0.8033761053440983
well_log,MicroWatch(idx=0),0.23702252693437809,1.0,0.13444444444444445,0.22457547325102878
well_log,MicroWatch(idx=1),0.9305472636815919,0.9333333333333333,0.9277777777777777,0.8243791953403644
well_log,MicroWatch(idx=2),0.49102489866821075,0.42105263157894735,0.5888888888888889,0.4815989393813835
well_log,MicroWatch(idx=3),0.45758354755784064,1.0,0.2966666666666667,0.4743195290060651
well_log,MicroWatch(idx=4),0.7751254203649596,0.7692307692307693,0.7811111111111112,0.7395529310509334
well_log,MicroWatch(idx=5),0.6415094339622641,1.0,0.4722222222222222,0.7086067295494196
well_log,MicroWatch(idx=6),0.39702602230483275,0.6,0.2966666666666667,0.6364281982204057
well_log,BOCPD,0.4238178633975482,1.0,0.2688888888888889,0.4645682435082744
well_log,CUSUM,0.19160728424386383,0.3333333333333333,0.13444444444444445,0.63663766770224
well_log,PELT,0.7564230233021312,0.8181818181818182,0.7033333333333334,0.8085845057994765
